repo,repo_id,active_contributors,hhi_commits,bus_factor_commits,risk_class
i-am-shodan/usbarmyknife,864064230,8,9054,1,A
i2nav-whu/kf-gins,551933169,3,8374,1,A
i3/i3,30291090,22,3377,2,C
ianharvey/bluepy,13698035,2,5556,1,B
ianlancetaylor/libbacktrace,67875331,9,7305,1,B
ibireme/yyjson,302298095,35,6169,1,B
ic005k/ocauxiliarytools,284887921,14,9066,1,A
icecc/icecream,6349186,11,2032,2,D
icholy/ttygif,12060725,3,5000,1,B
icinga/icinga2,12440855,30,2939,2,C
id-software/doom,3319040,1,10000,1,A
id-software/quake2-rerelease-dll,675738701,1,10000,1,A
idaholab/moose,16851223,80,782,5,D
idea4good/guilite,103610640,2,9445,1,A
idealvin/coost,220810918,14,9064,1,A
ideawu/ssdb,7561862,1,10000,1,A
idescriptor/idescriptor,1026983526,3,9891,1,A
idov31/nidhogg,497617084,2,9842,1,A
ient/yuview,31892825,11,9160,1,A
ifcopenshell/ifcopenshell,40473201,84,2113,2,D
igraph/igraph,8546198,55,4511,1,C
ihhub/fheroes2,205404938,79,2077,2,D
ijhack/qtpass,22485068,40,2133,2,D
ikawrakow/ik_llama.cpp,820758892,98,1478,2,D
iliasam/opensimplelidar,86498013,2,6089,1,B
illera88/ponce,62432794,1,10000,1,A
illumos/illumos-gate,894162,48,1318,3,D
imagemagick/imagemagick,35780977,49,8835,1,A
imageworks/pystring,1646541,8,2031,2,D
imbushuo/mac-precision-touchpad,101540444,3,8733,1,A
immediate-mode-ui/nuklear,224151065,40,828,5,D
immortalwrt/immortalwrt,203759896,85,524,8,D
impulseadventure/guislice,69373650,10,4932,1,C
imputnet/helium,933197458,51,2398,2,D
inavflight/inav,32148604,52,1325,3,D
include-what-you-use/include-what-you-use,37440338,40,4043,1,C
includeos/includeos,21562567,8,3304,2,C
inexorgame/vulkan-renderer,227157665,8,5765,1,B
infiniflow/infinity,515204860,49,2036,2,D
infinitimeorg/infinitime,226167620,90,929,5,D
inikep/lzbench,45305126,24,4890,1,C
inori/gpcs4,192961607,4,9854,1,A
inorirus/kyty,427306303,2,9600,1,A
inotify-tools/inotify-tools,381965,17,6238,1,B
input-leap/input-leap,424404677,57,2792,2,C
insightsoftwareconsortium/itk,800928,36,1470,3,D
inspektor-gadget/inspektor-gadget,181724380,80,1516,3,D
inspircd/inspircd,3786218,19,9622,1,A
intel/compute-runtime,105299354,93,462,8,D
intel/confidential-computing.sgx,52399959,38,1044,3,D
intel/isa-l,50387722,33,1958,2,D
intel/media-driver,111158319,85,204,18,D
intel/openvino-plugins-ai-audacity,688195394,9,7536,1,B
intel/pcm,72425875,59,5250,1,B
interactivecomputergraphics/positionbaseddynamics,35102707,3,6119,1,B
interactivecomputergraphics/splishsplash,74058995,7,7693,1,B
interceptsuite/proxybridge,1075623312,1,10000,1,A
internet-architecture-and-security/packetscope,1017905876,6,4052,1,C
interpretml/interpret,184704903,33,6849,1,B
introlab/rtabmap,22850110,32,8046,1,A
introlab/rtabmap_ros,22852474,24,8534,1,A
inwill/locale_remulator,437000910,4,9542,1,A
ioi/isolate,39714443,11,8249,1,A
iolanguage/io,966,11,4272,1,C
ion28/bluespawn,189113067,1,10000,1,A
iovisor/bcc,34921116,55,665,6,D
iovisor/gobpf,74155923,6,2653,2,C
ip7z/7zip,466446150,1,10000,1,A
ipkn/crow,18250334,1,10000,1,A
iplug2/iplug2,129115663,24,7558,1,B
ipower/kasperskyhook,290573779,1,10000,1,A
ipxe/ipxe,1532184,29,8881,1,A
iqiyi/dpvs,106375631,20,5816,1,B
iqiyi/xcrash,179411861,2,6250,1,B
iqiyi/xhook,130012942,1,10000,1,A
ireader/media-server,15598496,16,8300,1,A
iree-org/iree,208145128,96,741,5,D
ironsdu/brynet,12886890,4,8109,1,A
irontec/sngrep,10825001,24,3921,1,C
irssi/irssi,20344030,35,2923,1,C
ish-app/ish,90320494,36,4329,1,C
isl-org/open3d,75413130,64,924,4,D
isledecomp/isle,633661532,39,2758,2,C
ispc/ispc,1931356,43,3032,2,C
istoreos/istoreos,470373719,83,401,9,D
ithewei/libhv,146397768,60,6233,1,B
itinance/react-native-fs,35291446,16,1852,2,D
itisyang/playerdemo,101305947,1,10000,1,A
ivorysql/ivorysql,423810080,80,646,6,D
j-d-k/jksv,136861675,15,7830,1,B
j2kun/mlir-tutorial,606225969,7,6774,1,B
jackaudio/jack2,3337027,28,4295,1,C
jacksonliam/mjpg-streamer,10555021,1,10000,1,A
jacktrip/jacktrip,32189587,22,1473,3,D
jacoders/openjk,9214660,26,3349,1,C
jagt/clumsy,13234048,1,10000,1,A
jakehilborn/displayplacer,36645584,11,6243,1,B
jakobengel/dso,73256421,1,10000,1,A
jakubmelka/pdf4qt,194901823,10,9106,1,A
jamisonderek/flipper-zero-tutorials,587852573,7,7774,1,B
jamulussoftware/jamulus,177287710,74,1174,3,D
janet-lang/janet,84521458,67,4806,1,C
jank-lang/jank,21428070,28,5810,1,B
jankae/librevna,282472168,20,7339,1,B
janmojzis/tinyssh,28684884,4,9679,1,A
jarcode-foss/glava,112059492,3,3333,2,C
jarikomppa/soloud,11425189,8,3455,1,C
jarro2783/cxxopts,24747723,42,2888,1,C
jart/blink,561183031,22,7026,1,B
jart/cosmopolitan,272457606,88,5864,1,B
jart/sectorlisp,307468125,9,3321,2,C
jarulraj/sqlcheck,87006792,7,3574,1,C
jarun/nnn,66150122,70,3509,1,C
jasonrohrer/onelife,106724750,2,9977,1,A
jatinchowdhury18/analogtapemodel,169377540,8,9183,1,A
jattach/jattach,54976015,3,8061,1,A
jaysmito101/terraforge3d,405715774,10,9548,1,A
jbeder/yaml-cpp,33100064,63,470,11,D
jbikker/tinybvh,880340815,30,2833,1,C
jbush001/nyuziprocessor,2671513,1,10000,1,A
jd-opensource/xllm,1036704760,34,650,6,D
jdah/doomenstein-3d,609892688,1,10000,1,A
jdah/jdh-8,362586600,3,6547,1,B
jdah/minecraft-weekend,257113637,4,6533,1,B
jedisct1/dsvpn,197432758,1,10000,1,A
jedisct1/libsodium,7710647,39,8470,1,A
jedisct1/minisign,37023739,8,8805,1,A
jellyfin/jellyfin-desktop,354476107,53,3377,1,C
jemalloc/jemalloc,13310527,54,1402,3,D
jeremy-rifkin/cpptrace,661114227,40,8967,1,A
jeremycw/httpserver.h,222545982,1,10000,1,A
jerryscript-project/iotjs,33589470,2,5556,1,B
jerryscript-project/jerryscript,33339660,29,1245,3,D
jetkvm/kvm,867171297,54,2120,2,D
jfalcou/eve,165121620,22,2767,2,C
jfreegman/toxic,12306800,11,6192,1,B
jgaeddert/liquid-dsp,655580,17,9349,1,A
jgamblin/mirai-source-code,69828680,2,6800,1,B
jgarff/rpi_ws281x,23620921,17,775,6,D
jgromes/radiolib,123944107,83,5880,1,B
jhawthorn/fzy,21759532,6,4388,1,C
jhrobotics/patcher9x,494014308,5,7672,1,B
jhrobotics/softgpu,625950203,4,7434,1,B
jiangdongguo/androidusbcamera,105255685,6,6818,1,B
jiangwenyuan/nuster,109120828,2,6800,1,B
jkornev/hidden,61320918,2,9445,1,A
jkriege2/jkqtplotter,38922826,10,9702,1,A
jkuhlmann/cgltf,132188670,23,1567,3,D
jlblancoc/nanoflann,19349382,32,5399,1,B
jlervin/berry,143065639,11,1570,3,D
jmcnamara/libxlsxwriter,20620986,20,7404,1,B
jmorton06/lumos,164933352,7,9082,1,A
jmpews/dobby,99260363,5,8563,1,A
joan2937/pigpio,15132870,2,5000,1,B
joe-scotto/scottokeebs,232834534,4,9868,1,A
joedog/siege,24506947,12,6940,1,B
joeferner/node-java,3228734,8,4945,1,C
joel16/nx-shell,134896417,7,8012,1,A
joeycastillo/sensor-watch,356689400,75,1751,2,D
joeydevries/learnopengl,32736639,26,3119,1,C
johang/btfs,39718767,6,3163,1,C
johannes4linux/linux_driver_tutorial_legacy,323724389,6,3889,1,C
john-chapman/im3d,77750180,5,2840,2,C
johnbuffer/antsimulator,259766919,12,7752,1,B
johnbuffer/nocol,77055891,3,6296,1,B
johnearnest/decker,558957377,22,9310,1,A
johnfanv2/lenovolegionlinux,585727159,36,4869,1,C
johnxnguyen/down,59919932,9,4215,1,C
jolibrain/deepdetect,36077404,9,2737,2,C
jomjol/ai-on-the-edge-device,283280154,68,2243,2,D
jonas/tig,140656,28,6448,1,B
jonashaag/bjoern,542089,6,3673,1,C
jonasmr/microprofile,64752052,6,8058,1,A
jonathansalwan/triton,29811166,51,3301,1,C
joncampbell123/dosbox-x,19881421,67,2551,2,C
jonmagon/kdiskmark,275258357,16,7316,1,B
jordansissel/xdotool,1372254,25,2872,1,C
jorgen-vikinggod/qt-frameless-window-darkstyle,95242826,3,4400,1,C
jorisvink/kore,10504702,8,8930,1,A
joseexposito/touchegg,32337002,23,7709,1,B
joyieldinc/predixy,98142115,2,5000,1,B
joypad-ai/joypad-os,537996945,5,8743,1,A
jpbarrette/curlpp,31358787,10,1429,3,D
jpcy/xatlas,140512438,3,3600,2,C
jpd002/play-,17104739,44,6977,1,B
jpersson77/lgtvcompanion,345084721,8,8835,1,A
jpmens/jo,53133613,18,1637,3,D
jpr5/ngrep,453178,7,8472,1,A
jqlang/jq,5101141,67,1888,2,D
jrouwe/joltphysics,395341383,74,7795,1,B
jrowberg/i2cdevlib,2105143,23,1679,3,D
jsbsim-team/jsbsim,114565720,41,4888,1,C
jselbie/stunserver,2189307,1,10000,1,A
jserv/amacc,50844155,5,5383,1,B
jserv/mini-arm-os,28435595,2,5000,1,B
json-c/json-c,1139119,40,2307,2,D
json-parser/json-parser,3423596,8,3265,1,C
jstkdng/ueberzugpp,585612520,21,8778,1,A
jtesta/ssh-mitm,91498656,3,8150,1,A
jtheoof/swappy,222614730,23,4115,1,C
jtv/libpqxx,68938580,28,8772,1,A
ju1ce/april-tag-vr-fullbody-tracker,306963237,11,4771,1,C
juce-framework/juce,3884981,37,3534,1,C
juj/fbcp-ili9341,111223550,6,3000,1,C
juliansteenbakker/flutter_secure_storage,101463889,71,4251,1,C
juliapoo/artfuscator,552703938,2,6800,1,B
juliastrings/utf8proc,21880375,22,2024,2,D
juliettef/iconfontcppheaders,45208725,8,8777,1,A
julius-speech/julius,34698857,1,10000,1,A
julycoding/the-art-of-programming-by-july-2nd,15183485,1,10000,1,A
jupp0r/prometheus-cpp,66925865,27,6384,1,B
jupyter-xeus/xeus-cling,88882261,13,2317,2,D
jurplel/qview,123522764,61,3521,1,C
justadudewhohacks/opencv4nodejs,100870208,3,3333,2,C
justasmasiulis/lazy_importer,118803332,3,5400,1,B
justasmasiulis/xorstr,123487831,2,6250,1,B
justcallmekoko/esp32marauder,208325027,19,7019,1,B
justinfrankel/licecap,22048472,2,7025,1,B
justinsteven/dostackbufferoverflowgood,51684698,1,10000,1,A
jxy-s/herpaderping,278176624,1,10000,1,A
jzimmerman/langcc,538767566,2,8200,1,A
k2-fsa/sherpa-ncnn,532519562,22,6751,1,B
k2-fsa/sherpa-onnx,531380835,86,7265,1,B
k4yt3x/video2x,122758193,13,9119,1,A
k4zmu2a/spacecadetpinball,334165650,32,5904,1,B
kaansenol5/vibeos,1113955421,1,10000,1,A
kaievns/halmak,55269266,8,1400,3,D
kaisenamin/c_std,731972227,5,9773,1,A
kaldaien/far,85517378,1,10000,1,A
kaltura/nginx-vod-module,21793531,10,2950,2,C
kamailio/kamailio,15101579,55,2752,2,C
kamyu104/leetcode-solutions,152631182,11,9978,1,A
karlkurzer/path_planner,47977004,2,8347,1,A
karlstav/cava,17808949,39,5673,1,B
karpathy/llama2.c,669686044,87,2225,2,D
kasmtech/kasmvnc,295195550,16,2696,2,C
kasperskylab/hrtng,837149190,4,9415,1,A
kavan010/black_hole,947511233,3,6837,1,B
kbengine/kbengine,16907474,4,3373,2,C
kcat/openal-soft,23277337,51,9244,1,A
kdab/codebrowser,6333751,7,6914,1,B
kdab/gammaray,2615451,42,2318,2,D
kdab/hotspot,76978254,31,4359,1,C
kde/ghostwriter,41199796,34,4496,1,C
kde/heaptrack,42728217,41,4763,1,C
kde/kdeconnect-kde,42725503,59,1151,3,D
kde/kdenlive,42723268,51,4947,1,C
kde/krita,43975673,33,1595,3,D
kde/latte-dock,101990564,29,9022,1,A
kde/okular,42731366,33,1848,2,D
kdlucas/byte-unixbench,35233711,10,1328,3,D
kdrag0n/safetynet-fix,329265231,9,7966,1,B
keepassxreboot/keepassxc,52729242,50,3300,1,C
kefir500/apk-editor-studio,144447158,3,9855,1,A
keirf/flashfloppy,25455830,4,8146,1,A
keith2018/softglrender,491862462,2,8828,1,A
kelektiv/node.bcrypt.js,611333,18,2300,2,D
kernelwernel/vmaware,682289450,16,7075,1,B
keroro824/hashingdeeplearning,169350078,1,10000,1,A
ketoo/noahgameframe,19843809,8,2472,2,D
kev0143/mirea_procedural-programming,692886213,1,10000,1,A
kevinlawler/kona,862601,3,8620,1,A
kevmo314/scuda,848600003,6,5352,1,B
keystone-engine/keystone,57302200,7,6087,1,B
kfix/ddcctl,22494900,5,6173,1,B
kfrlib/kfr,62246024,7,9607,1,A
kgabis/parson,6248787,8,4784,1,C
khizmax/libcds,24182261,2,5556,1,B
khronosgroup/ktx-software,12136516,55,5331,1,B
khronosgroup/openxr-sdk,199315656,2,9600,1,A
khronosgroup/spirv-tools,45981801,72,673,5,D
khronosgroup/vulkan-hpp,61292682,55,7118,1,B
khronosgroup/vulkan-samples,218329478,82,1004,3,D
kicad/kicad-source-mirror,14849992,78,1289,3,D
kikoplayproject/kikoplay,145947068,11,8054,1,A
kimwalisch/primesieve,13072329,7,9813,1,A
kingtoolbox/windterm,214011414,2,8951,1,A
kismetwireless/kismet,68714339,33,8541,1,A
kitesurfer1404/ws2812fx,59408743,4,6095,1,B
kitware/cmake,537699,63,4772,1,C
kitware/paraview,639921,48,858,4,D
kitware/vtk,631615,64,751,5,D
kiwibrowser/src.next,269668754,4,6631,1,B
kiwix/kiwix-desktop,112927375,33,1696,3,D
klange/nyancat,2881342,1,10000,1,A
klange/toaruos,1259258,3,9954,1,A
klayout/klayout,81722454,25,8344,1,A
klee/klee,11568417,27,1657,3,D
klipper3d/klipper,59676171,74,4816,1,C
klonyyy/mcuviewer,597747966,5,9656,1,A
klzgrad/naiveproxy,119178893,1,10000,1,A
km1994/nlp_paper_study,187328632,1,10000,1,A
kmammou/v-hacd,32243086,14,1322,4,D
kn007/silk-v3-decoder,51254613,2,5000,1,B
knightcrawler25/glsl-pathtracer,156878562,3,9671,1,A
kobzol/hardware-effects,157026310,1,10000,1,A
kode/kha,13816197,22,6575,1,B
kohler/gifsicle,10127104,3,9176,1,A
koide3/direct_visual_lidar_calibration,535907213,4,9034,1,A
koide3/fast_gicp,238426550,15,4556,1,C
koide3/glim,429813020,10,9169,1,A
koide3/hdl_graph_slam,115905660,8,3120,1,C
kokke/tiny-aes-c,4434428,2,8200,1,A
kokke/tiny-regex-c,88668349,5,6932,1,B
kokkos/kokkos,33634359,76,1999,2,D
kolunmi/bazaar,979080854,56,3929,1,C
komet/mediaelch,3618825,17,9468,1,A
komputeproject/kompute,283406173,27,4734,1,C
konrad-gajdus/minimnist-c,857892798,2,6800,1,B
kornelski/pngquant,310296,7,7118,1,B
kosua20/herebedragons,70951588,1,10000,1,A
kosua20/midivisualizer,77550611,6,9493,1,A
kotatogram/kotatogram-desktop,214685353,35,4049,1,C
koute/bytehound,187042471,5,9781,1,A
kpu/kenlm,2781754,9,2800,2,C
krakjoe/apcu,8491867,18,2192,2,D
krakjoe/parallel,170221328,9,2672,2,C
krallin/tini,31432573,7,1562,3,D
kratosmultiphysics/kratos,81815495,80,807,5,D
kraxarn/spotify-qt,239120579,28,9740,1,A
kripken/ammo.js,1815807,12,1022,5,D
kripken/bananabread,3677506,1,10000,1,A
krisnova/boopkit,475870202,1,10000,1,A
kroma-network/tachyon,659205972,18,4732,1,C
krzyzanowskim/openssl,13386956,10,7424,1,B
ksnip/ksnip,64607359,65,5135,1,B
kth-competitive-programming/kactl,92687870,19,2022,2,D
ktzeabyss/easy-virtual-display,692697310,1,10000,1,A
ku1ik/stderred,2712255,5,2653,2,C
kuba--/zip,32760969,36,4226,1,C
kumarrobotics/msckf_vio,112651426,1,10000,1,A
kungfu-origin/kungfu,110795721,21,2410,2,D
kunkundi/crossdesk,720999514,1,10000,1,A
kushview/element,216897669,10,9814,1,A
kvcache-ai/mooncake,819733173,76,613,5,D
kwaiappteam/koom,285517634,8,3338,2,C
kyleavery/aceldr,523532358,2,6250,1,B
kyleneideck/backgroundmusic,52422583,20,4509,1,C
kzampog/cilantro,90198569,1,10000,1,A
kzdkm/hyprspace,778123330,22,3999,1,C
labwc/labwc,186178030,94,1794,2,D
ladybirdbrowser/ladybird,808045485,96,510,9,D
lakinduakash/linux-wifi-hotspot,173133912,34,4229,1,C
lameguy64/psn00bsdk,179778613,11,6718,1,B
lammertb/libhttp,69204515,1,10000,1,A
lammps/lammps,12007030,79,3993,1,C
landelare/ue5coro,450960774,1,10000,1,A
landley/toybox,3374554,48,6200,1,B
landrop/landrop,328893373,2,9702,1,A
langhuihui/jessibuca,51680092,7,9496,1,A
lanoxx/tilda,3778418,11,4504,1,C
larryli/putty,27751545,12,6815,1,B
laruence/yaconf,12046312,2,9429,1,A
laruence/yaf,2970982,4,8568,1,A
laruence/yar,4672654,3,9086,1,A
lastools/lastools,25419858,24,3149,1,C
lastpass/lastpass-cli,25586782,7,2156,2,D
laugh12321/tensorrt-yolo,749292767,1,10000,1,A
lava/matplotlib-cpp,24936365,6,1837,3,D
lavabit/magma,28369809,1,10000,1,A
laverdet/isolated-vm,91866654,21,5918,1,B
laverdet/node-fibers,1281080,4,3438,1,C
lavv17/lftp,2171551,18,1309,4,D
lballabio/quantlib,48185587,54,2465,2,D
lbryio/lbrycrd,41105068,1,10000,1,A
lc-soft/lcui,5293802,6,9238,1,A
lcatro/source-and-fuzzing,125198612,1,10000,1,A
lcompilers/lpython,442864346,61,2238,2,D
ldcsaa/hp-socket,15257213,1,10000,1,A
ldpreload/blacklotus,665649223,1,10000,1,A
leadcoding/3-weeks-google-prep,504822544,1,10000,1,A
leahneukirchen/nq,40008653,9,5022,1,B
lean-dojo/leancopilot,689172454,10,6611,1,B
leandromoreira/ffmpeg-libav-tutorial,109762904,18,1265,3,D
lede-project/source,58552470,85,387,9,D
ledger/ledger,16309,37,2285,2,D
leejet/stable-diffusion.cpp,677953180,65,2817,1,C
leela-zero/leela-zero,108166281,3,3750,1,C
leelachesszero/lc0,135489692,51,2620,2,C
leethomason/tinyxml2,3542607,31,1668,2,D
leev/ngx_http_geoip2_module,16393796,4,2500,2,C
legacyupdate/legacyupdate,546741133,5,8234,1,A
leggedrobotics/ocs2,384033964,20,2207,2,D
leggedrobotics/ros_best_practices,28813433,1,10000,1,A
legrandin/pycryptodome,19378935,51,6900,1,B
lekkit/rvvm,339248351,20,8520,1,A
lem0nsec/shellghost,661059130,1,10000,1,A
lemmingdev/esp32-ble-gamepad,208411440,13,6899,1,B
lemonade-sdk/lemonade,984341155,41,3138,1,C
lemonboy/bar,5065482,3,6860,1,B
lemonosproject/lemonos,186245191,6,9835,1,A
leo-arch/clifm,122135934,23,9852,1,A
leozide/leocad,68232444,16,6706,1,B
letoram/arcan,14234034,4,9790,1,A
letscontrolit/espeasy,42119846,43,4053,2,C
lewissbaker/cppcoro,85565658,1,10000,1,A
lexbor/lexbor,122375902,26,7181,1,B
lfortran/lfortran,177417757,92,1479,3,D
lfos/calcurse,13078961,19,4092,1,C
lgcooci/kcobjc4_debug,213593105,1,10000,1,A
lh3/bwa,1253014,9,2622,2,C
lh3/minimap2,97612481,28,7727,1,B
lh3/seqtk,3813593,1,10000,1,A
li-plus/chatglm.cpp,644497089,14,7559,1,B
liangliangnan/easy3d,159520915,7,9920,1,A
liballeg/allegro5,1005627,37,2867,1,C
libarchive/libarchive,3219804,50,928,4,D
libass/libass,11696642,18,2593,2,C
libaudioflux/audioflux,589514195,5,4251,1,C
libbitcoin/libbitcoin-system,10071659,9,9450,1,A
libbpf/libbpf,152338895,97,2172,3,D
libcheck/check,48520045,6,2188,2,D
libcpr/cpr,33157169,65,2920,1,C
libevent/libevent,1856976,38,2691,1,C
libexpat/libexpat,80314213,40,5578,1,B
libfann/fann,14833195,5,3889,1,C
libffi/libffi,321154,65,5616,1,B
libfive/libfive,47858605,25,7006,1,B
libfuse/libfuse,48296177,53,2569,2,C
libgdx/packr,18188420,7,1852,3,D
libgeos/geos,2651432,63,2105,2,D
libgit2/libgit2,901662,33,6654,1,B
libgit2/rugged,901663,18,6014,1,B
libharu/libharu,96269,21,2506,2,C
libigl/libigl,17055264,49,5025,1,B
libimobiledevice/ideviceinstaller,8180848,3,9082,1,A
libimobiledevice/idevicerestore,13831185,14,7665,1,B
libimobiledevice/libimobiledevice,8180677,26,6177,1,B
libimobiledevice/usbmuxd,8180474,10,4922,1,C
libjpeg-turbo/libjpeg-turbo,39760454,17,9203,1,A
libjxl/libjxl,340219494,94,1258,3,D
libopencm3/libopencm3,4065980,18,3788,1,C
libratbag/libratbag,41394739,48,6293,1,B
librats/rats-search,119388337,4,9403,1,A
libraw/libraw,979192,22,6605,1,B
librecad/librecad,1596580,41,5706,1,B
libredwg/libredwg,132338773,19,7316,1,B
libreoffice/core,14021280,69,750,5,D
librepcb/librepcb,37735755,15,9423,1,A
libresprite/libresprite,67058735,26,3007,2,C
libressl/portable,21735012,40,3738,1,C
libretro/common-shaders,3286864,2,5556,1,B
libretro/retroarch,689344,56,1956,2,D
librevault/librevault,30987617,1,10000,1,A
libriscv/libriscv,215595345,8,9860,1,A
librum-reader/librum,454812611,12,9537,1,A
libsdl-org/sdl,330008801,87,1828,2,D
libsndfile/libsndfile,3182884,48,2209,2,D
libssh2/libssh2,31701703,51,6617,1,B
libtcod/libtcod,70093479,14,8540,1,A
libtom/libtomcrypt,777011,21,6906,1,B
libunwind/libunwind,78870047,66,1118,4,D
libusb/hidapi,190275430,48,3604,1,C
libusb/libusb,15120676,52,1679,2,D
libuv/libuv,14812739,43,1591,2,D
libuvc/libuvc,1345732,10,2063,2,D
libvips/libvips,1291410,60,3862,1,C
libvirt/libvirt,36074217,54,1975,2,D
libvnc/libvncserver,18277887,40,4600,1,C
libxmljs/libxmljs,566073,13,7561,1,B
lief-project/lief,85205851,69,8319,1,A
lieff/minimp3,116830129,3,5000,1,B
lienol/openwrt,240011145,85,390,9,D
liexusong/php-beast,10562671,2,5918,1,B
lifting-bits/remill,44748533,31,840,5,D
light-city/cplusplusthings,196813750,28,2188,2,D
lightgbm-org/lightgbm,64991887,57,3064,2,C
lightspark/lightspark,846630,14,5612,1,B
lighttransport/nanort,43081015,5,4140,1,C
lightvector/katago,172640711,32,8307,1,A
liji32/sameboy,55260928,43,7982,1,B
lilipads/gradient_descent_viz,268355327,2,5000,1,B
limbonaut/limboai,671076272,19,8227,1,A
limine-bootloader/limine,186746473,52,7949,1,B
limingfan2016/game_service_system,60439262,1,10000,1,A
liniyous/elawidgettools,812467547,1,10000,1,A
links2004/arduinowebsockets,36144557,20,4783,1,C
linorobot/linorobot,52732156,1,10000,1,A
linux-can/can-utils,31673071,38,2903,2,C
linux-nvme/nvme-cli,30383208,75,1197,3,D
linux-rdma/rdma-core,68456226,63,311,12,D
linux-test-project/ltp,3649922,54,1505,3,D
linuxmint/nemo,5099405,41,4213,1,C
linuxmint/warpinator,238946632,16,4721,1,C
linyacool/webserver,119961591,1,10000,1,A
litehtml/litehtml,23294481,29,2989,2,C
liteldev/levilamina,333478800,27,2927,1,C
litespeedtech/lsquic,104516416,42,1762,3,D
litespeedtech/openlitespeed,11344209,20,4589,1,C
litleo/tensorrt_tutorial,89451146,1,10000,1,A
little-brother/sqlite-gui,247280266,1,10000,1,A
littlefs-project/littlefs,83160811,42,5435,1,B
littlekernel/lk,3058456,42,4712,1,C
liu-jianhao/cpp-design-patterns,151187502,1,10000,1,A
liuchuo/pat,49113721,1,10000,1,A
liuliu/ccv,912896,4,9484,1,A
liuyubobobo/play-leetcode,75314426,2,9966,1,A
livegrep/livegrep,8117164,30,1141,4,D
livinamuk/hell2025,686630381,2,9934,1,A
lizardbyte/sunshine,438803890,93,2552,2,C
lizongying/my-tv,727213319,9,6205,1,B
